id,firstName,lastName,shortFirstName,shortLastName,knownName,matchName,nationality,nationalityId,secondNationality,secondNationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,status,active,placeOfBirth
8p3y7tm4lzwp39tojonnohaay,Nathaniel,Jones,Nate,Jones,NaN,N. Jones,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2001-08-23,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,56.0,active,yes,Gig Harbor
8qqehla9xvhut6uua4a0zcju2,Sebastian Sun,Anderson,Sebastian,Anderson,NaN,S. Anderson,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2002-08-08,USA,7hr2f89v44y65dyu9k92vprwn,173.0,70.0,right,22.0,active,yes,Sacramento
8y8pi7ah50adhalt8dl060hyh,Sidnei Wilson,Vieira David Tavares,Sidnei Wilson Vieira David,Tavares,Sidnei Tavares,Sidnei Tavares,Portugal,1nbm5i9a0403zzvltn17lxinc,NaN,NaN,Midfielder,player,2001-09-29,Portugal,1nbm5i9a0403zzvltn17lxinc,NaN,NaN,NaN,NaN,active,no,NaN
97i3lzameygmj2stw819k8nsa,Lamine,Diack,Lamine,Diack,NaN,L. Diack,Senegal,6hhqyhr5cwq2pfprlazyposyk,NaN,NaN,Midfielder,player,2000-11-15,Senegal,6hhqyhr5cwq2pfprlazyposyk,186.0,NaN,right,8.0,active,yes,Dakar
ajrr99t1qsj4sy5zcx0t5ksgk,Kimani,Stewart-Baynes,Kimani,Stewart-Baynes,NaN,K. Stewart-Baynes,Canada,1iaoypzp6syf32cz9l15pzp7e,St. Vincent and the Grenadines,5zvk0qh18y5hue4t558ynk0a2,Attacker,player,2005-01-17,St. Vincent and the Grenadines,5zvk0qh18y5hue4t558ynk0a2,175.0,NaN,right,27.0,active,yes,NaN
at9jab3qv8j4azup6qd5ggui2,Daniel Alonso,Chacón Salas,Daniel,Chacón,NaN,D. Chacón,Costa Rica,48emauy3fucokp86skcs5alh8,NaN,NaN,Defender,player,2001-04-11,Costa Rica,48emauy3fucokp86skcs5alh8,183.0,69.0,right,42.0,active,yes,Turrialba
b8vbhw29ucubzzmgv0nge1omh,Djordje Aleksandar,Mihailović,Djordje,Mihailovic,NaN,D. Mihailović,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,1998-11-10,USA,7hr2f89v44y65dyu9k92vprwn,178.0,70.0,right,10.0,active,yes,Jacksonville
btqe4tigm004n7dj039au2sfe,Darren Kissy,Yapi,Darren,Yapi,NaN,D. Yapi,USA,7hr2f89v44y65dyu9k92vprwn,Côte d'Ivoire,tin6kf561ywonqan0mettr98,Attacker,player,2004-11-19,USA,7hr2f89v44y65dyu9k92vprwn,185.0,79.0,NaN,77.0,active,yes,Denver
btu7qgeq9vqtnjz3fe2mw9wid,Keegan,Rosenberry,Keegan,Rosenberry,NaN,K. Rosenberry,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1993-12-11,USA,7hr2f89v44y65dyu9k92vprwn,173.0,73.0,right,2.0,active,yes,Harrisburg
c59mz9bql881u29nhwuze2imt,Andreas,Beyer Maxsø,Andreas,Maxsø,NaN,A. Maxsø,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,Defender,player,1994-03-18,Denmark,5adf60vwiw2f2mibyq1k4ex7i,190.0,85.0,both,5.0,active,yes,Hvidovre
d3o7q30k3xzqol23aukilitw5,Chris,Armas,Chris,Armas,NaN,C. Armas,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,coach,1972-08-27,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,NaN,active,yes,New York
dkzof0vdffzt2vvlq39tjy6t,Neil,Emblen,Neil,Emblen,NaN,N. Emblen,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN,NaN,assistant coach,1971-06-19,England,1fk5l4hkqk12i7zske6mcqju6,186.0,79.0,NaN,NaN,active,yes,Bromley
dw8iyfupgsqkt8ogxssmtss4q,Michael Joseph,Edwards,Michael,Edwards,NaN,M. Edwards,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2000-11-27,USA,7hr2f89v44y65dyu9k92vprwn,192.0,80.0,NaN,34.0,active,yes,Woodbridge
ec7bs7thtvr709yz68bc3txm2,Rafael,Navarro Leal,Rafael,Navarro Leal,Rafael Navarro,Rafael Navarro,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,Attacker,player,2000-04-14,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,184.0,84.0,right,9.0,active,yes,Cabo Frio
ehv4rise2fx4u1wepwtwllb6x,Connor Patrick,Ronan,Connor,Ronan,NaN,C. Ronan,Republic of Ireland,63nepb66un7juhglo2g6rezcl,England,1fk5l4hkqk12i7zske6mcqju6,Midfielder,player,1998-03-06,England,1fk5l4hkqk12i7zske6mcqju6,170.0,70.0,right,20.0,active,yes,Rochdale
ew8oodr9hiuqve7xlz24xznfu,Marlon,Vargas,Marlon,Vargas,NaN,M. Vargas,El Salvador,6jovhn8du7uhbedi92voitt3k,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2001-01-12,USA,7hr2f89v44y65dyu9k92vprwn,165.0,63.0,NaN,39.0,active,yes,Bakersfield
f2ou2jbp6zpccfa48v52f4dlh,Zackary Thomas,Steffen,Zack,Steffen,NaN,Z. Steffen,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,1995-04-02,USA,7hr2f89v44y65dyu9k92vprwn,191.0,86.0,right,95.0,active,yes,Coatesville
f2rsdmmc0p17giswr5jd69vmy,Wolde,Harris,Wolde,Harris,NaN,W. Harris,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,NaN,NaN,NaN,assistant coach,1974-01-26,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,NaN,NaN,NaN,NaN,active,yes,NaN
oyfrc7by0bs2xynwaof0xtrd,Kévin,Cabral,Kévin,Cabral,NaN,K. Cabral,France,7gww28djs405rfga69smki84o,Cabo Verde,7235kgq23bu1v4qwk491u58h0,Attacker,player,1999-07-10,France,7gww28djs405rfga69smki84o,185.0,69.0,right,91.0,active,yes,Paris
2ea1m495bt3rc5xnyvo1sy3h0,Wilfried,Nancy,Wilfried,Nancy,NaN,W. Nancy,France,7gww28djs405rfga69smki84o,NaN,NaN,NaN,coach,1977-04-09,France,7gww28djs405rfga69smki84o,NaN,NaN,NaN,NaN,active,yes,Le Havre
33a69m1zaamzxjr6tsb8p3578,Cole,Mrowka,Cole,Mrowka,NaN,C. Mrowka,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Attacker,player,2006-04-06,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,29.0,active,yes,NaN
3me8mlpj9tgn82v2mwyibpkb8,Cole,Johnson,Cole,Johnson,NaN,C. Johnson,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,2002-04-08,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,NaN,active,yes,NaN
39t59x9q2xumbn2hphk7urp7u,Isaiah,Foster,Isaiah,Foster,NaN,I. Foster,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2003-08-12,USA,7hr2f89v44y65dyu9k92vprwn,183.0,78.0,NaN,33.0,active,yes,NaN
3nu7bqtarr9yo5abdj3len04q,Jacen Rex Orlando,Russell-Rowe,Jacen,Russell-Rowe,NaN,J. Russell-Rowe,Canada,1iaoypzp6syf32cz9l15pzp7e,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Attacker,player,2002-09-13,Canada,1iaoypzp6syf32cz9l15pzp7e,183.0,73.0,both,19.0,active,yes,Toronto
48x7ll37uv2jck8ibaenqk3ro,Maximilian,Arfsten,Max,Arfsten,NaN,M. Arfsten,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,2001-04-19,USA,7hr2f89v44y65dyu9k92vprwn,185.0,78.0,left,27.0,active,yes,Fresno
49rr75teem0kobuhr4cesh756,Mohamed,Ramzdine Farsi,Mohamed,Farsi,NaN,M. Farsi,Canada,1iaoypzp6syf32cz9l15pzp7e,Algeria,1ayprcriqhb8iv10ch70clppu,Defender,player,1999-12-16,Canada,1iaoypzp6syf32cz9l15pzp7e,178.0,69.0,right,23.0,active,yes,Montreal
4bjmhb55kv6xfixdff153gudx,Rudy Adrien,Camacho,Rudy,Camacho,NaN,R. Camacho,France,7gww28djs405rfga69smki84o,NaN,NaN,Defender,player,1991-03-05,France,7gww28djs405rfga69smki84o,185.0,79.0,right,4.0,active,yes,L'Arbresle
677wll2p2i6pyzpq2sugger55,Diego Martín,Rossi Marachlian,Diego,Rossi,NaN,D. Rossi,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,Italy,25f2cmb2r8mk5rj92tzer6kvv,Attacker,player,1998-03-05,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,170.0,65.0,right,10.0,active,yes,Montevideo
6kb6kwmwjh4c6oyed5upl266t,Evan William,Bush,Evan,Bush,NaN,E. Bush,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,1986-03-06,USA,7hr2f89v44y65dyu9k92vprwn,185.0,85.0,NaN,24.0,active,yes,Concord Township
6l4txwsu7ehtb8t6jand39atw,Philip Kane,Quinton,Philip,Quinton,NaN,P. Quinton,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1999-11-16,USA,7hr2f89v44y65dyu9k92vprwn,198.0,93.0,NaN,2.0,active,no,Portland
6yvnraewyl2f5mx6imq1mh9lh,Steven,Moreira,Steven,Moreira,Steven Moreira,Steven Moreira,Cabo Verde,7235kgq23bu1v4qwk491u58h0,France,7gww28djs405rfga69smki84o,Defender,player,1994-08-13,France,7gww28djs405rfga69smki84o,178.0,72.0,right,31.0,active,yes,Noisy-le-Grand
72upvctajyq3fix38nc9mahre,Keegan Monroe,Hughes,Keegan,Hughes,NaN,K. Hughes,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2000-07-22,USA,7hr2f89v44y65dyu9k92vprwn,191.0,81.0,NaN,22.0,active,no,Newark
7e6yfbpspg1vzcaa7rw5dameh,Malte,Meineche Amundsen,Malte,Amundsen,NaN,M. Amundsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,Defender,player,1998-02-11,Denmark,5adf60vwiw2f2mibyq1k4ex7i,178.0,81.0,left,18.0,active,yes,Herfolge
7w9nagtp5nlgayhb91yy32bc9,Yaw,Yeboah,Yaw,Yeboah,NaN,Y. Yeboah,Ghana,2q2sw72utw5gu9t5y4knckwba,NaN,NaN,Midfielder,player,1997-03-28,Ghana,2q2sw72utw5gu9t5y4knckwba,175.0,70.0,right,14.0,active,yes,Accra
8aao79b1g77c5jhp1n0w60xrd,Juan Camilo,Hernández Suárez,Cucho,Hernández,NaN,C. Hernández,Colombia,6kby8rq1p01fg5ds38ckkrcs5,Spain,49ih1pwv3ahshdf8uzrimi54c,Attacker,player,1999-04-20,Colombia,6kby8rq1p01fg5ds38ckkrcs5,175.0,73.0,right,9.0,active,yes,Pereira
8m434r9gz4dowd88hqwhfnox5,Alexandru Irinel,Mățan,Alexandru,Matan,NaN,A. Mățan,Romania,17oj2qrzqlkhdjvazum10sx2i,NaN,NaN,Midfielder,player,1999-08-29,Romania,17oj2qrzqlkhdjvazum10sx2i,168.0,61.0,right,20.0,active,yes,Galaţi
8warl67c0id3dorr48mn7h82c,Giorgio,De Libera,Giorgio,De Libera,NaN,G. De Libera,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,2005-10-31,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,42.0,active,yes,NaN
8z0f9sd5rxlh9s5ll5l4prpey,Patrick Timothy,Schulte,Patrick,Schulte,NaN,P. Schulte,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,2001-03-13,USA,7hr2f89v44y65dyu9k92vprwn,191.0,79.0,right,28.0,active,yes,St. Charles
9bn2zid7u305xii6alm8a58us,Stanislav,Lapkes,Stanislav,Lapkes,NaN,S. Lapkes,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,2006-03-03,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,41.0,active,yes,NaN
9n403vt63i8sxmbpu1vp0kcmh,Derrick,Jones Amaniampong,Derrick,Jones,NaN,D. Jones,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,1997-03-03,Ghana,2q2sw72utw5gu9t5y4knckwba,190.0,80.0,right,5.0,active,yes,Kumasi
a487dmcrtdak032ab6slynlxx,Yevhen,Cheberko,Yevhen,Cheberko,NaN,Y. Cheberko,Ukraine,315w6fk6umfzf4qvba3t55u61,NaN,NaN,Defender,player,1998-01-23,Ukraine,315w6fk6umfzf4qvba3t55u61,184.0,66.0,left,21.0,active,yes,Melitopol
a9qoqaop3g6wk5cxm9fwaevsa,Aidan Zen Patrick,Morris,Aidan,Morris,NaN,A. Morris,USA,7hr2f89v44y65dyu9k92vprwn,Canada,1iaoypzp6syf32cz9l15pzp7e,Midfielder,player,2001-11-16,USA,7hr2f89v44y65dyu9k92vprwn,173.0,61.0,right,8.0,active,yes,Fort Lauderdale
aggjh662fgl2me6slzt0ll8t1,Nicholas George,Hagen Godoy,Nicholas,Hagen,NaN,N. Hagen,Guatemala,6bw57gk867vfrep8b5e4ykh24,NaN,NaN,Goalkeeper,player,1996-08-02,Guatemala,6bw57gk867vfrep8b5e4ykh24,193.0,80.0,right,1.0,active,yes,Guatemala City
be8jrs69th2448ps5rp9wzmui,Sean,Zawadzki,Sean,Zawadzki,NaN,S. Zawadzki,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,2000-04-21,USA,7hr2f89v44y65dyu9k92vprwn,183.0,72.0,NaN,25.0,active,yes,Olmsted Falls
bfrfxvdj18j76usvaz3800pre,Marino,Hinestroza Angulo,Marino,Hinestroza,NaN,M. Hinestroza,Colombia,6kby8rq1p01fg5ds38ckkrcs5,NaN,NaN,Attacker,player,2002-07-08,Colombia,6kby8rq1p01fg5ds38ckkrcs5,172.0,60.0,left,11.0,active,yes,Cali
d0c51nxbxe1wdly784508ve21,William,Sands,Will,Sands,NaN,W. Sands,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2000-07-06,USA,7hr2f89v44y65dyu9k92vprwn,178.0,68.0,NaN,3.0,active,yes,Rye
d38mrccgoud3qomh3supk202d,Darlington Joephillip,Nagbe,Darlington,Nagbe,NaN,D. Nagbe,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,1990-07-19,Liberia,78fh41lat89a3xaqjqcdzb4ul,175.0,75.0,right,6.0,active,yes,Monrovia
d4zwwmzribjh4ld0ugkc7d4vd,Kwame,Ampadu,Kwame,Ampadu,NaN,K. Ampadu,Republic of Ireland,63nepb66un7juhglo2g6rezcl,NaN,NaN,NaN,assistant coach,1970-12-20,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN,NaN,NaN,active,yes,NaN
dnv51o5kbp3627cjdl5yxks7p,Christian,Ramirez,Christian,Ramírez,NaN,C. Ramirez,USA,7hr2f89v44y65dyu9k92vprwn,Colombia,6kby8rq1p01fg5ds38ckkrcs5,Attacker,player,1991-04-04,USA,7hr2f89v44y65dyu9k92vprwn,188.0,85.0,right,17.0,active,yes,Garden Grove
dyv4gls8evw1fkei1zofev21g,Taha,Habroune,Taha,Habroune,NaN,T. Habroune,USA,7hr2f89v44y65dyu9k92vprwn,Morocco,2xdcc39z1k79pnjbtn9x31wdh,Midfielder,player,2006-02-05,USA,7hr2f89v44y65dyu9k92vprwn,182.0,NaN,NaN,16.0,active,yes,NaN
1ic88sjf4y4woogz2te5pakbu,Troy,Lesesne,Troy,Lesesne,NaN,T. Lesesne,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,coach,1983-10-27,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,NaN,active,yes,West Columbia
1r5zkfhxkrrgzhd0k0huxtas5,Mateusz Andrzej,Klich,Mateusz,Klich,NaN,M. Klich,Poland,27baqb7359ywdvsxxklx1kn11,NaN,NaN,Midfielder,player,1990-06-13,Poland,27baqb7359ywdvsxxklx1kn11,183.0,84.0,right,43.0,active,yes,Tarnów
23pxtcocf0xyxeh31ac3hxgx5,Jared,Presson Stroud,Jared,Stroud,NaN,J. Stroud,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,1996-07-10,USA,7hr2f89v44y65dyu9k92vprwn,179.0,72.0,NaN,8.0,active,yes,Chester Borough
2r46dy0lmb3dkws1elpdo63ca,Theodore,Ku-DiPietro,Theodore,Ku-DiPietro,NaN,T. Ku-DiPietro,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,2002-01-28,USA,7hr2f89v44y65dyu9k92vprwn,175.0,73.0,NaN,21.0,active,yes,Oakton
3fjb8lymm7grc7nqyfpzw1a8k,Paul,Walters,Paul,Walters,NaN,P. Walters,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,2004-04-11,USA,7hr2f89v44y65dyu9k92vprwn,190.0,87.0,NaN,25.0,active,no,NaN
2y2trc5vf2vff26pqhidefpih,Christopher Donald,McVey,Christopher,McVey,NaN,C. McVey,Sweden,1z6l2c33w2kyz9rdefs1d68nb,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1997-04-12,Sweden,1z6l2c33w2kyz9rdefs1d68nb,192.0,76.0,right,97.0,active,yes,Sparsor
34sqazs1lps0d86p7v5d4ezca,Nathan,Crockford,Nate,Crockford,NaN,N. Crockford,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,2002-09-06,USA,7hr2f89v44y65dyu9k92vprwn,193.0,86.0,NaN,26.0,active,yes,NaN
35tm2y83fcb7sa5rc4phzh08a,William Conner,Antley,Conner,Antley,NaN,C. Antley,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1995-03-22,USA,7hr2f89v44y65dyu9k92vprwn,185.0,78.0,NaN,12.0,active,yes,Newnan
381pzgvkt2j5zj6oe19eduj1l,Chad,Ashton,Chad,Ashton,NaN,C. Ashton,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,assistant coach,1967-10-26,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,NaN,active,yes,NaN
3my2fxybaxfqoofh89bwixg8a,Hayden,Sargis,Hayden,Sargis,NaN,H. Sargis,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2002-05-02,USA,7hr2f89v44y65dyu9k92vprwn,183.0,77.0,NaN,30.0,active,no,Turlock
3oj41up7cc77o5qj3i65szemt,Cristian Andrés,Dájome Arboleda,Cristian,Dájome,NaN,C. Dájome,Colombia,6kby8rq1p01fg5ds38ckkrcs5,NaN,NaN,Attacker,player,1994-01-03,Colombia,6kby8rq1p01fg5ds38ckkrcs5,172.0,70.0,right,11.0,active,yes,Bogotá
4eaw6l0418q57ktjma0k5lnt,Aaron Joseph,Herrera,Aaron,Herrera,NaN,A. Herrera,Guatemala,6bw57gk867vfrep8b5e4ykh24,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1997-06-06,USA,7hr2f89v44y65dyu9k92vprwn,180.0,71.0,right,22.0,active,yes,Las Cruces
4rajisbg07fbyv62y2awtcil0,Kristian George,Fletcher,Kristian,Fletcher,NaN,K. Fletcher,USA,7hr2f89v44y65dyu9k92vprwn,England,1fk5l4hkqk12i7zske6mcqju6,Attacker,player,2005-08-06,USA,7hr2f89v44y65dyu9k92vprwn,183.0,NaN,NaN,27.0,active,yes,Bowie
52l4538m97qb53gire4qp7xg4,Gabriel,Cordeiro Pirani,Gabriel,Cordeiro Pirani,Gabriel Pirani,Gabriel Pirani,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,NaN,NaN,Midfielder,player,2002-04-12,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,170.0,71.0,NaN,10.0,active,yes,Penápolis
5a02rrfusvietawk0d94iqiju,Jackson Paul Lee,Hopkins,Jackson,Hopkins,NaN,J. Hopkins,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,2004-07-01,USA,7hr2f89v44y65dyu9k92vprwn,188.0,74.0,NaN,25.0,active,yes,Fredericksburg
6qsj0qaeroaoxi5o41d8sz310,Matai,Akinmboni,Matai,Akinmboni,NaN,M. Akinmboni,USA,7hr2f89v44y65dyu9k92vprwn,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Defender,player,2006-10-17,USA,7hr2f89v44y65dyu9k92vprwn,191.0,77.0,NaN,45.0,active,yes,Upper Marlboro
6vfwba584q9ewfdbo1ybxvmjt,Tyler Austin,Miller,Tyler,Miller,NaN,T. Miller,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,1993-03-12,USA,7hr2f89v44y65dyu9k92vprwn,193.0,88.0,NaN,1.0,active,yes,Woodbury
6z4eha1ejqruj39ddvzvy0ju2,Jeremy Edmilson,Garay Solís,Jeremy,Garay,NaN,J. Garay,El Salvador,6jovhn8du7uhbedi92voitt3k,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2003-04-01,USA,7hr2f89v44y65dyu9k92vprwn,175.0,67.0,NaN,NaN,active,no,Woodbridge
70z0wg4nrg23x0gf83dt3p3h1,Zach,Prince,Zach,Prince,NaN,Z. Prince,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,assistant coach,1988-03-30,USA,7hr2f89v44y65dyu9k92vprwn,178.0,77.0,NaN,NaN,active,yes,Columbia
7e8pb8eqysovpfpexouwwvac4,Lucas Allen,Bartlett,Lucas,Bartlett,NaN,L. Bartlett,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1997-07-26,USA,7hr2f89v44y65dyu9k92vprwn,191.0,91.0,NaN,3.0,active,yes,Overland Park
7ftzvsdtanjzae4acqwp5r0lx,Steven Mitchell,Birnbaum,Steven,Birnbaum,NaN,S. Birnbaum,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,1991-01-23,USA,7hr2f89v44y65dyu9k92vprwn,186.0,80.0,right,15.0,active,yes,Newport
8bolxyfw6rrkywnpbf768vwgk,Peter,Shuttleworth,Peter,Shuttleworth,NaN,P. Shuttleworth,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN,NaN,assistant coach,1975-04-19,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN,NaN,NaN,active,yes,NaN
8bp3sbo230kdhnw76stsw2u39,Pedro Miguel,Martins Santos,Pedro Miguel,Martins Santos,Pedro Santos,Pedro Santos,Portugal,1nbm5i9a0403zzvltn17lxinc,NaN,NaN,Midfielder,player,1988-04-22,Portugal,1nbm5i9a0403zzvltn17lxinc,179.0,76.0,left,7.0,active,yes,Lisboa
8huiai8ptzv19jcgidhyp03x1,Russell Scott,Canouse,Russell,Canouse,NaN,R. Canouse,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Midfielder,player,1995-06-11,USA,7hr2f89v44y65dyu9k92vprwn,177.0,72.0,right,6.0,active,yes,Lancaster
9h6havu7okmm0qk20kgkokmi,Matti,Peltola,Matti,Peltola,NaN,M. Peltola,Finland,2u07e54v5dprsugdvddpq5ync,NaN,NaN,Defender,player,2002-07-03,Finland,2u07e54v5dprsugdvddpq5ync,185.0,NaN,NaN,4.0,active,yes,Espoo
a6kw1x4kpkio8ua2zxaz7v6c5,Martín Vladimir,Rodríguez Torrejón,Martín,Rodríguez,NaN,M. Rodríguez,Chile,32tb8d7824xg4i0ybxzssczu0,NaN,NaN,Midfielder,player,1994-08-05,Chile,32tb8d7824xg4i0ybxzssczu0,171.0,78.0,right,14.0,active,yes,Diego de Almagro
ab6eo33yedw1bbguan6nrkoyy,Gaoussou,Samaké,Gaoussou,Samaké,NaN,G. Samaké,Côte d'Ivoire,tin6kf561ywonqan0mettr98,NaN,NaN,Defender,player,1997-11-04,Côte d'Ivoire,tin6kf561ywonqan0mettr98,170.0,73.0,NaN,NaN,active,no,Dabou
bnrjyqkjni7gx0hi66lu4uxre,Garrison Isaiah,Tubbs,Garrison,Tubbs,NaN,G. Tubbs,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Defender,player,2002-02-17,USA,7hr2f89v44y65dyu9k92vprwn,188.0,79.0,NaN,16.0,active,yes,Jacksonville
boojy2a86m5qkyqqzxvdk9jv9,Alexander Nicholas,Bono,Alex,Bono,NaN,A. Bono,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Goalkeeper,player,1994-04-25,USA,7hr2f89v44y65dyu9k92vprwn,190.0,95.0,NaN,24.0,active,yes,Syracuse
d2xmywt450kjrph838hshcn3d,Mohanad Abdulkadhim Qasim,Al Jebur Jeahze,Mohanad Abdulkadhim Qasim,Al Jebur Jeahze,Mohanad Jeahze,Mohanad Jeahze,Iraq,1uzblzx1s42jn6zk6hivjzby8,Sweden,1z6l2c33w2kyz9rdefs1d68nb,Defender,player,1997-04-10,Sweden,1z6l2c33w2kyz9rdefs1d68nb,166.0,NaN,left,5.0,active,yes,Linkoping
ect3pxkbjycux4simxmzp9jze,Luis Enrique,Zamudio Lizardo Jr.,Luis,Zamudio,NaN,L. Zamudio,USA,7hr2f89v44y65dyu9k92vprwn,Mexico,5trdr3jf42i20zj1hnkvcytr6,Goalkeeper,player,1998-06-24,USA,7hr2f89v44y65dyu9k92vprwn,191.0,86.0,NaN,NaN,active,no,Las Vegas
s93590h7tzx83zej2kyzplw4,Jacob,Murrell,Jacob,Murrell,NaN,J. Murrell,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,Attacker,player,2004-03-28,USA,7hr2f89v44y65dyu9k92vprwn,188.0,NaN,NaN,17.0,active,yes,Forest Hill
ubuow4ad6azso5zz51b4tivp,Christian,Benteke Liolo,Christian,Benteke,NaN,C. Benteke,Belgium,4wbzjcclyefma1ourvjsu4q2j,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,Attacker,player,1990-12-03,Congo DR,6xq2smnxqvc5bh7vzza9ljiy9,190.0,83.0,right,20.0,active,yes,Kinshasa
269gnyszrb8ezl57m1ampsdlh,DeAndre Roselle,Yedlin,DeAndre,Yedlin,NaN,D. Yedlin,USA,7hr2f89v44y65dyu9k92vprwn,Latvia,6s9bglosczqlp9cxh3ze5hdm5,Defender,player,1993-07-09,USA,7hr2f89v44y65dyu9k92vprwn,173.0,75.0,right,91.0,active,yes,Seattle
2aglg2msi6zhyimmrrxn5h51x,Patrick John,Noonan,Pat,Noonan,NaN,P. Noonan,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,coach,1980-08-02,USA,7hr2f89v44y65dyu9k92vprwn,183.0,77.0,NaN,NaN,active,yes,Ballwin
36g1p3hll0wmj8icjk1krrp0q,Luca Nicolás,Orellano,Luca,Orellano,NaN,L. Orellano,Argentina,2vovxa97k7v7ofa85dah2xktb,NaN,NaN,Attacker,player,2000-03-22,Argentina,2vovxa97k7v7ofa85dah2xktb,177.0,66.0,left,23.0,active,yes,Francisco Álvarez
