id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,height,weight,foot,shirtNumber,startDate,endDate,status,active,knownName,placeOfBirth,secondNationality,secondNationalityId
8kmwxl1xblwfsb0h40mkgrlcl,Lucas,Qvistorff Andersen,Lucas,Andersen,Male,L. Andersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1994-09-13,Denmark,5adf60vwiw2f2mibyq1k4ex7i,184.0,72.0,right,10.0,2019-07-01Z,2024-02-05Z,active,no,NaN,Aalborg,NaN,NaN
974s3rwvb2ls1k1no4hlaz8ph,Diego,Caballo Alonso,Diego,Caballo,Male,Diego Caballo,Spain,49ih1pwv3ahshdf8uzrimi54c,Defender,player,1994-02-17,Spain,49ih1pwv3ahshdf8uzrimi54c,171.0,67.0,left,15.0,2023-07-05Z,2025-01-06Z,active,no,NaN,Salamanca,NaN,NaN
9dnceiwcpsatrdrj2m1uz6pnu,Louka Daniel,Prip Andreasen,Louka,Prip,Male,L. Prip,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1997-06-29,Denmark,5adf60vwiw2f2mibyq1k4ex7i,182.0,70.0,left,18.0,2021-07-01Z,2023-08-21Z,active,no,NaN,Hvidovre,NaN,NaN
acd2suy0kx4a4z5xfi1qiwiqx,Allan,Gonçalves Sousa,Allan,Gonçalves Sousa,Male,Allan Sousa,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Attacker,player,1997-01-27,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,174.0,63.0,left,7.0,2022-07-01Z,2023-09-07Z,active,no,Allan Sousa,NaN,NaN,NaN
bb8q9cgqzw9n2tmkl8s3bth0q,Younes,Bakiz,Younes,Bakiz,Male,Y. Bakiz,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1999-02-05,Denmark,5adf60vwiw2f2mibyq1k4ex7i,186.0,76.0,left,23.0,2022-09-03Z,2024-06-15Z,active,no,NaN,NaN,Morocco,2xdcc39z1k79pnjbtn9x31wdh
bmz2yqayufuyy33p3drvtjgt1,Jakob,Ahlmann Nielsen,Jakob,Ahlmann,Male,J. Ahlmann,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1991-01-18,Denmark,5adf60vwiw2f2mibyq1k4ex7i,179.0,70.0,left,3.0,2010-02-04Z,2024-06-30Z,active,no,NaN,Ålborg,NaN,NaN
brinkgys7026490q3ixx6h9uc,Nóel Atli,Arnórsson,Nóel Atli,Arnórsson,Male,N. Arnórsson,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,Defender,player,2006-09-30,Iceland,4jjsm5a20nnxgw5cus6b7yxc6,185.0,72.0,left,45.0,2023-08-14Z,NaN,active,yes,NaN,NaN,NaN,NaN
cdrlv6wsp2wn9sxiqvru9j2l1,Rasmus,Würtz,Rasmus,Würtz,Male,R. Würtz,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,assistant coach,1983-09-18,Denmark,5adf60vwiw2f2mibyq1k4ex7i,179.0,68.0,right,NaN,2020-06-24Z,2024-06-30Z,active,no,NaN,Skive,NaN,NaN
cija98y42jt8a4spx1nzglsrt,Jonas,Ellinghaugen Skulstad,Jonas,Skulstad,Male,J. Skulstad,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Defender,player,1998-04-21,Norway,7f16iy4w8u8ogyn6pfooqwv5z,NaN,NaN,NaN,24.0,2023-02-07Z,2023-12-06Z,active,no,NaN,NaN,NaN,NaN
cul6phe87idi5dn1hsfywxhwp,Rody,de Boer,Rody,de Boer,Male,R. de Boer,Netherlands,6hzi5pltnz67q4la8yli9qfv6,Goalkeeper,player,1997-08-22,Netherlands,6hzi5pltnz67q4la8yli9qfv6,191.0,89.0,right,22.0,2023-08-25Z,NaN,active,yes,NaN,Den Haag,NaN,NaN
cw6s5hf1tytvb98vjuosz9r6d,Rasmus,Thelander,Rasmus,Thelander,Male,R. Thelander,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1991-07-09,Denmark,5adf60vwiw2f2mibyq1k4ex7i,190.0,87.0,right,26.0,2023-01-01Z,2024-09-01Z,active,no,NaN,København,NaN,NaN
de0dokhb6u6hts2hu5aupgiga,Kasper Poul,Mølgaard Jørgensen,Kasper,Jørgensen,Male,K. Jørgensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1999-11-07,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,80.0,right,20.0,2023-01-09Z,2025-06-23Z,active,yes,Kasper Jørgensen,NaN,NaN,NaN
dq2eqqywinhsh9ijg8amqyp78,Sebastian,Villaume Otoa,Sebastian,Otoa,Male,S. Otoa,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-05-13,Denmark,5adf60vwiw2f2mibyq1k4ex7i,188.0,75.0,right,34.0,2022-09-10Z,2025-01-16Z,active,no,NaN,NaN,NaN,NaN
dv0suyzy1i57u7x1l1rm94bv8,Malthe,Kjølby,Malthe,Kjølby,Male,M. Kjølby,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2006-01-13,Denmark,5adf60vwiw2f2mibyq1k4ex7i,190.0,NaN,right,44.0,2024-05-16Z,2025-06-15Z,active,no,NaN,NaN,NaN,NaN
ejixz16616b7krftxyzv9yiac,Mads,Bomholt,Mads,Bomholt,Male,M. Bomholt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2005-12-30,Denmark,5adf60vwiw2f2mibyq1k4ex7i,174.0,67.0,left,32.0,2023-07-21Z,NaN,active,yes,NaN,Hadsund,NaN,NaN
eyx42tgneccybvhk8bfhtcaqy,Malthe,Højholt,Malthe,Højholt,Male,M. Højholt,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2001-04-16,Denmark,5adf60vwiw2f2mibyq1k4ex7i,182.0,65.0,right,14.0,2019-03-13Z,2024-08-13Z,active,no,NaN,Hjørring,NaN,NaN
ezi8426ran0bffeyfvloc2ihg,Mohamed Amar,Diagne,Amar,Diagne,Male,A. Diagne,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2006-01-02,Denmark,5adf60vwiw2f2mibyq1k4ex7i,178.0,65.0,right,47.0,2024-03-29Z,NaN,active,yes,NaN,København,Senegal,6hhqyhr5cwq2pfprlazyposyk
rv6r0bwbl75er38wklyfpsr9,Nicklas,Helenius Jensen,Nicklas,Helenius,Male,N. Helenius,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1991-05-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,196.0,85.0,right,9.0,2023-01-17Z,NaN,active,yes,NaN,Svenstrup,NaN,NaN
24ngh92r1pwq6msa4bpx6x2qc,Victor,Schönewolf-Greulich,NaN,NaN,Male,V. Schönewolf-Greulich,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2005-02-09,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,NaN,2023-08-20Z,2023-08-31Z,active,no,NaN,NaN,NaN,NaN
2il3e76bk2e6mro0yrbzsa9ec,Kim,Engstrøm,NaN,NaN,Male,K. Engstrøm,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,coach,1979-10-29,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,NaN,2022-06-17Z,2024-12-06Z,active,no,NaN,NaN,NaN,NaN
2k5289tevc2gxo04i83io5a3u,Emil,Rosberg Møller,Emil,Møller,Male,E. Møller,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-05-31,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,24.0,2023-07-26Z,NaN,active,yes,NaN,NaN,NaN,NaN
2uellcocrvapu7o70g5zdcmad,Jacob,Egeris Pedersen,NaN,NaN,Male,J. Egeris,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1990-05-19,Mexico,5trdr3jf42i20zj1hnkvcytr6,188.0,83.0,right,5.0,2023-07-01Z,2025-06-30Z,active,yes,NaN,Ixtlan,NaN,NaN
38shfw53eg5qtvem3d3ou04r8,Ruben,Stabell Minerba,NaN,NaN,Male,R. Minerba,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2005-05-02,Denmark,5adf60vwiw2f2mibyq1k4ex7i,187.0,NaN,right,23.0,2023-07-12Z,2025-01-31Z,active,no,NaN,NaN,NaN,NaN
3ngygpwrrb9ghyph2nmr8hb10,Karl,Noppen Bertelsen,NaN,NaN,Male,K. Noppen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2007-02-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,15.0,2024-04-25Z,NaN,active,yes,NaN,NaN,NaN,NaN
4a0jmv6qmwn01iuqp1mhnyzth,Nicolaj,Thomsen,Nicolaj,Thomsen,Male,N. Thomsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1993-05-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,180.0,75.0,right,27.0,2023-07-01Z,NaN,active,yes,NaN,Skagen,NaN,NaN
4k2rr2xp1fyzsv98sphgj0d90,Thomas,Basbøll Nielsen,NaN,NaN,Male,T. Nielsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2005-10-26,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,29.0,2024-03-01Z,2024-07-09Z,active,no,NaN,NaN,NaN,NaN
5u9zrgsm6wycfcbk04m64wd1w,Niels Henrik,Melsæther Morberg,NaN,NaN,Male,N. Morberg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2001-02-20,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,6.0,2020-01-01Z,2025-02-03Z,active,no,NaN,NaN,Norway,7f16iy4w8u8ogyn6pfooqwv5z
6dki65mdd3letfjjj51i0w3c9,Andreas,Heimer Hansen,Andreas,Heimer Hansen,Male,A. Heimer,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1997-12-10,Denmark,5adf60vwiw2f2mibyq1k4ex7i,183.0,75.0,NaN,20.0,2022-07-01Z,NaN,active,yes,NaN,København,NaN,NaN
6otr0cifkk9jbmxc2ew2spka,Ahmed,Daghim,Ahmed,Daghim,Male,Ahmed Daghim,Palestine,1iq272xbm8xx01hiu7thq4tgt,Midfielder,player,2001-04-07,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,right,7.0,2022-07-08Z,NaN,active,yes,NaN,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i
6rusbre4w8yqose7rmi4ief4k,Søren,Koefoed Sørensen,NaN,NaN,Male,S. Sørensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2000-06-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,15.0,2019-07-01Z,2023-12-15Z,active,no,NaN,NaN,NaN,NaN
6w9yjs87tue7noq71ftksxez8,Tammer,Bany Odeh,Tammer,Bany,Male,T. Bany,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2003-10-19,Denmark,5adf60vwiw2f2mibyq1k4ex7i,177.0,NaN,NaN,14.0,2020-12-07Z,2024-02-02Z,active,no,NaN,NaN,Palestine,1iq272xbm8xx01hiu7thq4tgt
7kpojg6qp0943wdweelu6w9hw,Dino,Alijagic,NaN,NaN,Male,D. Alijagic,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2007-03-18,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,NaN,2024-05-09Z,NaN,active,yes,NaN,NaN,NaN,NaN
7o3e5oon3d70ugbvhzi5n0bo4,Gustav,Andersen,NaN,NaN,Male,G. Andersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2006-02-01,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,25.0,2024-05-17Z,2024-06-30Z,active,no,NaN,NaN,NaN,NaN
81a5mbcfvbxke0w3cbq65ld2i,Marcus,Ryu Alstrup,Marcus,Alstrup,Male,M. Alstrup,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2004-03-24,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,NaN,2023-08-30Z,2023-12-31Z,active,no,NaN,NaN,USA,7hr2f89v44y65dyu9k92vprwn
82l575a54blgeqlt44q9xu3je,Antônio José,Bustamante,Antônio,Bustamante,Male,A. Bustamante,Bolivia,3dgy24s32p56l29s66imputcy,Midfielder,player,1997-06-20,USA,7hr2f89v44y65dyu9k92vprwn,172.0,70.0,right,11.0,2023-02-01Z,2023-12-28Z,active,no,NaN,"Fairfax, VA",USA,7hr2f89v44y65dyu9k92vprwn
86mx27krl6c613x6e3t9g3cic,Fisnik,Isaki,Fisnik,Isaki,Male,F. Isaki,North Macedonia,1lesyxylc5eza0a4z87t9azcc,Midfielder,player,2003-04-27,Denmark,5adf60vwiw2f2mibyq1k4ex7i,178.0,68.0,left,18.0,2023-07-21Z,NaN,active,yes,NaN,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i
8i0o1b8rjsab9se3v6vteqmfo,Chukwuemeka Paul,Nnamani,Chukwuemeka,Nnamani,Male,E. Nnamani,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2001-11-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,183.0,NaN,both,11.0,2024-02-01Z,NaN,active,yes,Emeka,Rødovre,Nigeria,63pvdwrsiq5b07mzi8igqei9p
8xe0fufxfgf5cuwgysz3r2j85,Emil,Nørmark Christensen,NaN,NaN,Male,E. Christensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1997-07-10,Denmark,5adf60vwiw2f2mibyq1k4ex7i,190.0,83.0,NaN,28.0,2022-07-01Z,NaN,active,yes,NaN,NaN,NaN,NaN
8xfqengyrwgxhhi86ok88vf2s,Magnus,Bøttker,Magnus,Bøttker,Male,M. Bøttker,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2004-08-11,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,26.0,2024-03-31Z,2025-02-01Z,active,no,NaN,NaN,NaN,NaN
9213debwtuph6cjborx73sx78,Osvald Gabriel,Søe,NaN,NaN,Male,O. Søe,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2005-11-05,Denmark,5adf60vwiw2f2mibyq1k4ex7i,187.0,NaN,NaN,12.0,2023-07-12Z,NaN,active,yes,NaN,NaN,NaN,NaN
9y3vs6l0mjj38z0kw062jlh3p,Aris Nikolaos,Halling Vaporakis,Aris,Vaporakis,Male,A. Vaporakis,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1995-01-06,Denmark,5adf60vwiw2f2mibyq1k4ex7i,184.0,77.0,NaN,1.0,2020-01-31Z,NaN,active,yes,NaN,NaN,NaN,NaN
a0i74nqik3lbi02ngno0m0ys4,Abdullah,Iqbal,Abdullah,Iqbal,Male,Abdullah Iqbal,Pakistan,4pjfgdjadjcfgts4nljt6mh0s,Defender,player,2002-07-27,Denmark,5adf60vwiw2f2mibyq1k4ex7i,192.0,NaN,left,4.0,2021-01-01Z,2024-08-08Z,active,no,Abdullah Iqbal,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i
a6z9meo0yksv97ntwe0q2k650,Jeppe,Erenbjerg,Jeppe,Erenbjerg,Male,J. Erenbjerg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2000-04-29,Denmark,5adf60vwiw2f2mibyq1k4ex7i,184.0,NaN,left,10.0,2020-07-01Z,2024-06-19Z,active,no,NaN,NaN,NaN,NaN
ab3nxxoj7bxlnhot9htoex1xw,Gustav,Højbjerg,NaN,NaN,Male,G. Højbjerg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2003-12-03,Denmark,5adf60vwiw2f2mibyq1k4ex7i,187.0,NaN,left,21.0,2023-07-01Z,NaN,active,yes,NaN,NaN,NaN,NaN
as7qhgi67gngq0nb3zmwg8jro,Sebastian Senna,Hounou Clemmensen,Sebastian,Clemmensen,Male,S. Clemmensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2003-09-01,Denmark,5adf60vwiw2f2mibyq1k4ex7i,179.0,70.0,left,19.0,2023-07-12Z,2024-08-25Z,active,no,NaN,NaN,Togo,3jiuckrqd0zejkm452st5dyq7
asv2u2ydwzhx0dxi5fds7jhg4,Gustav,Wagner Frederiksen,NaN,NaN,Male,G. Frederiksen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-12-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,31.0,2023-08-07Z,2024-01-09Z,active,no,NaN,NaN,NaN,NaN
b12s22klt31o16liuuce95n11,Emmanuel Ifeanyi,Ogude,Emmanuel,Ogude,Male,E. Ogude,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Attacker,player,1994-03-29,Nigeria,63pvdwrsiq5b07mzi8igqei9p,NaN,NaN,right,30.0,2022-03-21Z,2024-02-01Z,active,no,NaN,NaN,NaN,NaN
b2gkyjq8emj9pywryc3rycogl,Michael Aksel,Bataican Falkesgaard,Michael,Falkesgaard,Male,M. Falkesgaard,Philippines,2bn52u7dpgfatwqumx224cczx,Goalkeeper,player,1991-04-09,Denmark,5adf60vwiw2f2mibyq1k4ex7i,191.0,81.0,right,13.0,2023-07-01Z,2025-06-30Z,active,yes,NaN,NaN,NaN,NaN
bvc80w5ai425plu54nhgx5fxl,Daniel,Lønborg Thøgersen,Daniel,Thøgersen,Male,D. Thøgersen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2000-01-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,183.0,73.0,left,3.0,2023-07-01Z,2024-06-19Z,active,no,NaN,Esbjerg,NaN,NaN
chrdistk8r32vvb45nvm6prdh,Ryan,Johnson Laursen,Ryan,Laursen,Male,R. Laursen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1992-04-14,USA,7hr2f89v44y65dyu9k92vprwn,182.0,79.0,right,2.0,2023-08-28Z,2024-06-02Z,retired,no,NaN,Long Beach,NaN,NaN
dja68kdmhtsm9x5zqzgtpqas4,Tobias,Vedel Blidegn,NaN,NaN,Male,T. Blidegn,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2005-03-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,16.0,2023-10-21Z,NaN,active,yes,NaN,NaN,NaN,NaN
dnr4vm0yotogcyks3g62psd4a,Sebastian,Kroner,NaN,NaN,Male,S. Kroner,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2000-08-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,NaN,both,17.0,2022-02-04Z,2024-06-30Z,active,no,NaN,København,NaN,NaN
ezbixgm2km8iapnsl57bn4wkp,Mikkel,Mouritz Jensen,NaN,NaN,Male,M. Mouritz,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1997-01-22,Denmark,5adf60vwiw2f2mibyq1k4ex7i,176.0,NaN,NaN,8.0,2017-01-05Z,NaN,active,yes,NaN,NaN,NaN,NaN
kqj7nh6pqmqbt0abyyu0fcpg,Osman Abdulkadir,Addo,NaN,NaN,Male,O. Addo,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2004-03-31,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,right,22.0,2024-02-01Z,NaN,active,yes,NaN,NaN,NaN,NaN
zpl7lyln792rt0b2oedamvbo,Jonathan,Mathys,NaN,NaN,Male,J. Mathys,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2004-01-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,NaN,right,9.0,2023-07-12Z,2024-09-02Z,active,no,NaN,NaN,NaN,NaN
1hbucfyn2l3bxcw5r4zcb1dlg,Christian William,Gammelgaard Grøndal,Christian,Gammelgaard,Male,C. Gammelgaard,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2003-03-10,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,74.0,left,17.0,2024-01-31Z,2024-06-30Z,active,no,NaN,Vejle,NaN,NaN
2of6xfvdgpsrqehwxrc39kcq2,Frederik,Bjerregaard Carstensen,Frederik,Carstensen,Male,F. Carstensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2002-04-09,Denmark,5adf60vwiw2f2mibyq1k4ex7i,179.0,NaN,right,12.0,2023-08-27Z,2024-06-30Z,active,no,NaN,NaN,NaN,NaN
3938g251uzvj197yknpr0044p,Frederik Marius,Mehder,NaN,NaN,Male,F. Mehder,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1994-11-20,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,33.0,2023-07-06Z,2024-06-30Z,active,no,NaN,NaN,NaN,NaN
45ssaw51hm80y1tfalyesap9m,Emilio,Stuberg Simonsen,Emilio,Simonsen,Male,E. Simonsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1999-10-31,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,15.0,2023-06-22Z,NaN,active,yes,NaN,NaN,NaN,NaN
4smb0sorl9dms1k26si6tbqzu,Frederik,Ørsøe Christensen,Frederik,Christensen,Male,F. Christensen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2002-06-07,Denmark,5adf60vwiw2f2mibyq1k4ex7i,180.0,NaN,left,14.0,2022-07-06Z,2024-02-01Z,active,no,NaN,Ikast,NaN,NaN
5ezedgrsrflkr1gi8o6eu7j3e,Mikkel,Rosleff Fischer,Mikkel,Fischer,Male,M. Fischer,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2004-03-23,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,right,4.0,2023-07-10Z,2024-06-30Z,active,no,NaN,NaN,NaN,NaN
5lssweodhkyifhj333v6f6r6c,Tobias,Bach,Tobias,Bach,Male,T. Bach,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2003-06-04,Denmark,5adf60vwiw2f2mibyq1k4ex7i,193.0,86.0,left,16.0,2023-06-15Z,2024-01-05Z,active,no,NaN,NaN,NaN,NaN
5o1k2hd9rdooxpjgbnabuh94a,Simon,Bækgård,Simon,Baekgaard,Male,S. Bækgård,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1999-10-14,Denmark,5adf60vwiw2f2mibyq1k4ex7i,179.0,73.0,NaN,20.0,2022-06-16Z,2024-06-20Z,active,no,NaN,NaN,NaN,NaN
65g5cfsdr10378yvmkpm19444,Anders,Dahl,Anders,Dahl,Male,A. Dahl,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,2002-05-01,Denmark,5adf60vwiw2f2mibyq1k4ex7i,176.0,65.0,right,14.0,2024-01-31Z,2024-12-31Z,active,no,NaN,NaN,NaN,NaN
6htmvmk8hnaxx8cwhc91vz7ys,Lukas Mellin,Døssing,NaN,NaN,Male,L. Døssing,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,2005-07-17,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,NaN,2023-09-25Z,2024-06-30Z,active,no,NaN,NaN,NaN,NaN
6lb4k3g75nzgi8bp1y1mzxkru,Patrick,Hessellund Egelund,Patrick,Egelund,Male,P. Egelund,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2000-08-02,Denmark,5adf60vwiw2f2mibyq1k4ex7i,169.0,63.0,NaN,9.0,2021-08-13Z,NaN,active,yes,NaN,NaN,NaN,NaN
6wfu6s6xo5zjeke21fgbouql0,Jakob,Vestergaard Jessen,Jakob,Jessen,Male,J. Jessen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2004-03-05,Denmark,5adf60vwiw2f2mibyq1k4ex7i,184.0,NaN,left,22.0,2023-07-27Z,NaN,active,yes,NaN,NaN,NaN,NaN
6yev7nszmpylpqncom2gdkul1,Jeppe,Brinch-Vilhelmsen,Jeppe,Brinch,Male,J. Brinch,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Defender,player,1995-05-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,185.0,79.0,NaN,3.0,2021-08-31Z,2024-08-30Z,active,no,NaN,NaN,NaN,NaN
7uia9zlz3axnuc6usdn9u4kfe,Lundrim,Hetemi,Lundrim,Hetemi,Male,L. Hetemi,Albania,17zsm8shejejls2on1ffil3op,Midfielder,player,2000-02-18,Denmark,5adf60vwiw2f2mibyq1k4ex7i,170.0,67.0,right,24.0,2023-08-30Z,2024-06-30Z,active,no,NaN,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i
87hplgpnryqnzxtsls19p3ahh,Jeppe,Højbjerg,Jeppe,Hojbjerg,Male,J. Højbjerg,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Goalkeeper,player,1995-04-30,Denmark,5adf60vwiw2f2mibyq1k4ex7i,194.0,97.0,right,51.0,2023-09-30Z,2023-12-31Z,active,no,NaN,NaN,NaN,NaN
89okcigynrl2jvhyw3pjkgg7o,Victor,Hornbæk Bertelsen,NaN,NaN,Male,V. Bertelsen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,NaN,Denmark,5adf60vwiw2f2mibyq1k4ex7i,NaN,NaN,NaN,NaN,2022-08-01Z,2024-06-30Z,active,no,NaN,NaN,NaN,NaN
8ngloyr6r0m71p8kgpfe69bvu,Sofus,Berger Brix,Sofus,Berger,Male,S. Berger,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,2003-06-02,Denmark,5adf60vwiw2f2mibyq1k4ex7i,175.0,65.0,left,21.0,2023-08-04Z,2024-06-30Z,active,no,NaN,Viborg,NaN,NaN
91xtn2wlot8g8ue89zn4iiyqy,Eskild,Munk Dall,Eskild,Dall,Male,E. Dall,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,2003-01-08,Denmark,5adf60vwiw2f2mibyq1k4ex7i,186.0,72.0,right,19.0,2023-07-01Z,NaN,active,yes,NaN,Aalborg,NaN,NaN
alu2zbvqoji4n1lcrh0ay9mmt,Ronnie,Schwartz Nielsen,Ronnie,Schwartz,Male,R. Schwartz,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Attacker,player,1989-08-29,Denmark,5adf60vwiw2f2mibyq1k4ex7i,183.0,78.0,right,16.0,2024-03-27Z,2024-06-30Z,active,no,NaN,Ulsted,NaN,NaN
ayxi2m0g0pm6rl1ba5pto66z9,Gustav,Ølsted Marcussen,Gustav,Marcussen,Male,G. Marcussen,Denmark,5adf60vwiw2f2mibyq1k4ex7i,Midfielder,player,1998-06-12,Denmark,5adf60vwiw2f2mibyq1k4ex7i,178.0,NaN,right,7.0,2023-07-04Z,NaN,active,yes,NaN,NaN,NaN,NaN
cu2l7ju3t72stqhwaurrnqbqh,Mattias,Heðinsson Lamhauge,Mattias,Lamhauge,Male,M. Lamhauge,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,Goalkeeper,player,1999-08-02,Faroe Islands,1glg6jsz6v1fkk8y9pq4fqjc4,NaN,NaN,NaN,NaN,2024-01-01Z,NaN,active,yes,NaN,NaN,NaN,NaN
