id,firstName,lastName,shortFirstName,shortLastName,gender,matchName,nationality,nationalityId,position,type,dateOfBirth,countryOfBirth,countryOfBirthId,height,weight,shirtNumber,startDate,endDate,status,active,secondNationality,secondNationalityId,placeOfBirth,foot,knownName
80z4ohi5co0ttnwardz2h2311,James,Chambers,James,Chambers,Male,J. Chambers,Republic of Ireland,63nepb66un7juhglo2g6rezcl,NaN,coach,1987-02-14,Republic of Ireland,63nepb66un7juhglo2g6rezcl,183.0,91.0,NaN,2024-01-05Z,NaN,active,yes,NaN,NaN,Dublin,right,NaN
8m19c2e0raanzp3dzf7aaf6jt,Abraham Isaí,Romero González,Abraham,Romero,Male,A. Romero,Mexico,5trdr3jf42i20zj1hnkvcytr6,Goalkeeper,player,1998-02-18,USA,7hr2f89v44y65dyu9k92vprwn,191.0,87.0,24.0,2025-02-20Z,2025-05-21Z,active,no,USA,7hr2f89v44y65dyu9k92vprwn,Pasadena,right,NaN
b74yslq3huyhvwrhrebz0o3ys,Levonte Leroy,Brown Johnson,Levonte,Johnson,Male,L. Johnson,Canada,1iaoypzp6syf32cz9l15pzp7e,Attacker,player,1999-03-15,Canada,1iaoypzp6syf32cz9l15pzp7e,178.0,84.0,9.0,2025-01-31Z,NaN,active,yes,NaN,NaN,Brampton,right,NaN
b9lt0sfts2zxf2ali8vpf0pn9,Markhus,Lacroix,Duke,Lacroix,Male,D. Lacroix,Haiti,5mp58o38d0mr5qt8g4o6l7efg,Defender,player,1993-10-14,USA,7hr2f89v44y65dyu9k92vprwn,175.0,70.0,14.0,2022-12-14Z,NaN,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,New Egypt,left,NaN
bjm0d2f9er34ymm41sulmkout,Steven,Echevarria,Steven,Echevarria,Male,S. Echevarria,Puerto Rico,4dnqtn84wjz0cae8pc19w4j8d,Midfielder,player,1996-04-09,USA,7hr2f89v44y65dyu9k92vprwn,175.0,66.0,13.0,2021-04-29Z,NaN,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN
bym89mq8vrfb8756rddemyzh0,Marco,Rios,Marco,Rios,Male,M. Rios,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2005-12-24,USA,7hr2f89v44y65dyu9k92vprwn,185.0,72.0,19.0,2023-01-01Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
caeg1a6mrwrgknibgyjq66jh0,Alessandro Ramón,Maldonado Lopez,Alessadro,Maldonado Lopez,Male,A. Maldonado,Honduras,56ftnqeq3x3j77uone8qm5ow6,Attacker,player,2006-03-23,USA,7hr2f89v44y65dyu9k92vprwn,175.0,69.0,80.0,2025-04-10Z,NaN,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN
cfx7vo0kbjvcly2nf1b7papsk,Yosuke,Hanya,Yosuke,Hanya,Male,Y. Hanya,Japan,lxyibh89lpdc0bfian1nx0xq,Attacker,player,1999-01-30,Japan,lxyibh89lpdc0bfian1nx0xq,173.0,72.0,20.0,2024-02-23Z,2025-12-31Z,active,yes,NaN,NaN,Tokyo,NaN,NaN
cn92m5382tktbs6bt8pqhe0ut,Stephen,Hogan,Stephen,Hogan,Male,S. Hogan,Republic of Ireland,63nepb66un7juhglo2g6rezcl,NaN,assistant coach,1985-04-25,Republic of Ireland,63nepb66un7juhglo2g6rezcl,NaN,NaN,NaN,2024-01-05Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
cnqxbvy77blk2ulx06t65it49,Anthony William,Fontana,Anthony,Fontana,Male,A. Fontana,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1999-10-14,USA,7hr2f89v44y65dyu9k92vprwn,178.0,77.0,21.0,2025-01-31Z,NaN,active,yes,Italy,25f2cmb2r8mk5rj92tzer6kvv,Newark,both,NaN
d67mnqsp2nri79bpvblsufbis,Brennan,Creek,Brennan,Creek,Male,B. Creek,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2000-07-06,USA,7hr2f89v44y65dyu9k92vprwn,175.0,68.0,37.0,2025-07-24Z,NaN,active,yes,NaN,NaN,Kalamazoo,NaN,NaN
dio84sg1k4gsedcpordxs69lg,Quentin Emeric,Huerman,Quenzi,Huerman,Male,Q. Huerman,France,7gww28djs405rfga69smki84o,Attacker,player,2000-07-21,France,7gww28djs405rfga69smki84o,183.0,77.0,11.0,2024-01-10Z,NaN,active,yes,NaN,NaN,Vannes,NaN,NaN
dokvihfznn6m11rcoonhp589g,Henry,Weston,Henry,Weston,Male,H. Weston,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2006-05-22,USA,7hr2f89v44y65dyu9k92vprwn,170.0,63.0,25.0,2025-03-14Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
dqekbs06e79n3vapj437pwyc,Garven-Michée,Metusala,Garven,Metusala,Male,G. Metusala,Haiti,5mp58o38d0mr5qt8g4o6l7efg,Defender,player,1999-12-31,Canada,1iaoypzp6syf32cz9l15pzp7e,186.0,83.0,23.0,2025-01-31Z,NaN,active,yes,Canada,1iaoypzp6syf32cz9l15pzp7e,Montréal,both,NaN
drbcpa8qvrgin42q3it10nieh,Zachary,Zandi,Zach,Zandi,Male,Z. Zandi,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1996-07-18,USA,7hr2f89v44y65dyu9k92vprwn,168.0,66.0,10.0,2021-04-29Z,NaN,active,yes,Iran,e53g9hr2d3kasm34uumbg8r4,West Chester,NaN,NaN
duuhalibp64gdz6nub5ub0ovd,Christian,Herrera,Christian,Herrera,Male,C. Herrera,Mexico,5trdr3jf42i20zj1hnkvcytr6,Goalkeeper,player,1997-04-20,USA,7hr2f89v44y65dyu9k92vprwn,201.0,95.0,1.0,2022-03-01Z,NaN,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,Las Cruces,NaN,NaN
dv0qqd4mx117y4al165nsdic4,Tyler Wayne,Clegg,Tyler,Clegg,Male,T. Clegg,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2000-05-01,USA,7hr2f89v44y65dyu9k92vprwn,193.0,88.0,4.0,2025-05-30Z,NaN,active,yes,NaN,NaN,Manassas,NaN,NaN
dzs6o86mv89839vlz2qswhuj9,Kyle Thomas,Vassell,Kyle,Vassell,Male,K. Vassell,Northern Ireland,5euslv7jutsauoqt3o2lj9bvi,Attacker,player,1993-02-07,England,1fk5l4hkqk12i7zske6mcqju6,183.0,77.0,93.0,2025-08-15Z,NaN,active,yes,England,1fk5l4hkqk12i7zske6mcqju6,London,right,NaN
eokcgp51j8ukeclqxis10b2ms,Chase,Gozdieski,Chase,Gozdieski,Male,C. Gozdieski,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2006-10-17,USA,7hr2f89v44y65dyu9k92vprwn,185.0,77.0,15.0,2025-04-10Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
ew3qxbn1ev1qv7wi0iwoc642c,Jonathan,Burke,Jon,Burke,Male,J. Burke,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,1998-01-26,USA,7hr2f89v44y65dyu9k92vprwn,193.0,95.0,32.0,2025-03-07Z,NaN,active,yes,NaN,NaN,Naperville,right,NaN
ody1ty0csq2lnatvjwdrrv11,Jonas,Stensrud Fjeldberg,Jonas,Fjeldberg,Male,J. Fjeldberg,Norway,7f16iy4w8u8ogyn6pfooqwv5z,Midfielder,player,1998-09-30,Norway,7f16iy4w8u8ogyn6pfooqwv5z,178.0,75.0,7.0,2023-05-12Z,NaN,active,yes,NaN,NaN,Jessheim,NaN,NaN
rtca480n5ehey5ffvt8nudck,Herbert,Endeley,Herbert,Endeley,Male,H. Endeley,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2001-10-09,USA,7hr2f89v44y65dyu9k92vprwn,175.0,75.0,17.0,2025-03-27Z,2025-05-31Z,active,no,NaN,NaN,Blaine,right,NaN
1cqnjzgntshx2ag3crh0p2uzu,Alassane Ates,Diouf,Ates,Diouf,Male,A. Diouf,Senegal,6hhqyhr5cwq2pfprlazyposyk,Attacker,player,2000-03-24,Senegal,6hhqyhr5cwq2pfprlazyposyk,188.0,68.0,32.0,2025-02-19Z,NaN,active,yes,NaN,NaN,Dakar,NaN,NaN
1nw1tmtpagpr647obkvygwgr9,Ryan Anthony,Williams,Ryan,Williams,Male,Ryan Williams,England,1fk5l4hkqk12i7zske6mcqju6,Midfielder,player,1991-04-08,England,1fk5l4hkqk12i7zske6mcqju6,173.0,72.0,39.0,2024-03-28Z,NaN,active,yes,NaN,NaN,Birkenhead,right,Ryan Williams
272w5ezobn1o53b3yxnbgjckq,Kobe Andre,Hernández-Foster,Kobe,Hernández-Foster,Male,K. Hernández-Foster,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2002-06-26,USA,7hr2f89v44y65dyu9k92vprwn,173.0,68.0,22.0,2025-07-30Z,NaN,active,yes,Honduras,56ftnqeq3x3j77uone8qm5ow6,NaN,NaN,NaN
28a0n53jofx4bk7vd74yqcb11,Stephen,Carroll,Stephen,Carroll,Male,S. Carroll,Republic of Ireland,63nepb66un7juhglo2g6rezcl,Defender,player,1993-11-30,Republic of Ireland,63nepb66un7juhglo2g6rezcl,185.0,84.0,5.0,2018-05-01Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
2axflqcowldpal1ffaf2lw3dg,Haruki,Yamazaki,Haruki,Yamazaki,Male,H. Yamazaki,Japan,lxyibh89lpdc0bfian1nx0xq,Attacker,player,2000-12-11,Japan,lxyibh89lpdc0bfian1nx0xq,178.0,70.0,14.0,2025-01-31Z,NaN,active,yes,NaN,NaN,Nara,NaN,NaN
3ldhrzekr0tztaxr3sc8mmg2x,Benjamin James,Morris,Ben,Morris,Male,B. Morris,England,1fk5l4hkqk12i7zske6mcqju6,Attacker,player,1999-07-06,England,1fk5l4hkqk12i7zske6mcqju6,175.0,68.0,9.0,2023-02-15Z,NaN,active,yes,NaN,NaN,Colchester,right,NaN
4r0zbax1d05w567i79t4c587p,Daniele Salvatore Ernest,Dichio,Danny,Dichio,Male,D. Dichio,England,1fk5l4hkqk12i7zske6mcqju6,NaN,coach,1974-10-19,England,1fk5l4hkqk12i7zske6mcqju6,NaN,NaN,NaN,2024-03-15Z,NaN,active,yes,NaN,NaN,Hammersmith,NaN,NaN
56vhmxh5vvgls0btvz73yfuhg,Zain,Elder,Zain,Elder,Male,Z. Elder,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2006-12-23,USA,7hr2f89v44y65dyu9k92vprwn,178.0,77.0,27.0,2025-07-11Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
597hrrj3moomrcd2d95yk12w9,Matthew,Sheldon,Matt,Sheldon,Male,M. Sheldon,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1992-08-23,USA,7hr2f89v44y65dyu9k92vprwn,183.0,79.0,13.0,2024-01-31Z,NaN,active,yes,NaN,NaN,Bellevue,NaN,NaN
62d3tsany7t5t2bwm4cx9pbai,Alexander,Villanueva,Alex,Villanueva,Male,A. Villanueva,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2002-07-09,USA,7hr2f89v44y65dyu9k92vprwn,175.0,77.0,3.0,2024-01-10Z,NaN,active,yes,Mexico,5trdr3jf42i20zj1hnkvcytr6,Herriman,NaN,NaN
63td0sigm6tp2tg8yovf5npm2,Dominic,Gasso,Dominic,Gasso,Male,D. Gasso,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2003-08-18,USA,7hr2f89v44y65dyu9k92vprwn,188.0,84.0,24.0,2025-01-01Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
653qyopyxl1qrfmul2n3m5g16,Morey,Doner,Morey,Doner,Male,M. Doner,Canada,1iaoypzp6syf32cz9l15pzp7e,Defender,player,1994-03-25,Canada,1iaoypzp6syf32cz9l15pzp7e,173.0,70.0,33.0,2025-01-31Z,2025-05-30Z,active,no,NaN,NaN,Collingwood,right,NaN
6rnuvzwbmj7qv80xlwkjvqnkl,Jay Tyler,Chapman,Jay,Chapman,Male,J. Chapman,Canada,1iaoypzp6syf32cz9l15pzp7e,Midfielder,player,1994-01-01,Canada,1iaoypzp6syf32cz9l15pzp7e,175.0,72.0,6.0,2025-02-03Z,NaN,active,yes,England,1fk5l4hkqk12i7zske6mcqju6,Brampton,NaN,NaN
70axpxvnx40ax7oxri5pmz9qs,Connor,Rutz,Connor,Rutz,Male,C. Rutz,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1997-04-09,USA,7hr2f89v44y65dyu9k92vprwn,185.0,75.0,11.0,2020-01-01Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
7dql2pjrwafffbn8eza9xi39w,Bilal,Obeid,Bilal,Obeid,Male,B. Obeid,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,2007-11-19,USA,7hr2f89v44y65dyu9k92vprwn,178.0,72.0,66.0,2025-07-11Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
7jizpx7yu2zxvcrnf9z4408vd,Rhys,Williams,Rhys,Williams,Male,R. Williams,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1995-08-09,USA,7hr2f89v44y65dyu9k92vprwn,183.0,79.0,2.0,2022-01-18Z,NaN,active,yes,NaN,NaN,White Plains,NaN,NaN
7lnb14nmxv9gggyedv3tydvdg,Devon,Amoo-Mensah,Devon,Amoo-Mensah,Male,D. Amoo-Mensah,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1995-11-27,USA,7hr2f89v44y65dyu9k92vprwn,183.0,84.0,30.0,2022-01-19Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
7o3vvz5w2ftz08ba23b79mgkq,Abdoulaye,Diop,Abdoulaye,Diop,Male,A. Diop,Senegal,6hhqyhr5cwq2pfprlazyposyk,Midfielder,player,1999-09-17,Senegal,6hhqyhr5cwq2pfprlazyposyk,183.0,79.0,8.0,2022-01-12Z,NaN,active,yes,NaN,NaN,Dakar,NaN,NaN
8d6e9axgsli468lnomdbcgu6t,Darren,Smith,Darren,Smith,Male,D. Smith,South Africa,1kiwby3xmt97m3ejw76qs4i6k,Attacker,player,1996-03-26,South Africa,1kiwby3xmt97m3ejw76qs4i6k,175.0,74.0,7.0,2025-01-31Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
8q0b0qnmebzt9v4he9o3k7rbo,Carlos Alberto,Saldaña Moreno,Carlos,Saldaña,Male,C. Saldaña,Mexico,5trdr3jf42i20zj1hnkvcytr6,Goalkeeper,player,1996-10-27,Mexico,5trdr3jf42i20zj1hnkvcytr6,188.0,91.0,91.0,2024-01-30Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
974nt2pay3nvbe8uyzx0qdhxw,Carlos Eduardo,Herrera Lepe,Carlos,Herrera,Male,C. Herrera,USA,7hr2f89v44y65dyu9k92vprwn,Goalkeeper,player,1997-09-12,Mexico,5trdr3jf42i20zj1hnkvcytr6,188.0,88.0,21.0,2024-12-10Z,NaN,active,yes,Mexico,5trdr3jf42i20zj1hnkvcytr6,Mexico City,NaN,NaN
9irc1xmfpa2395qef78rfyjje,Jeciel Jair,Cedeño Benavides,Jeciel,Cedeño,Male,J. Cedeño,Ecuador,6pyj2bytt2osbjk69owzfehcg,Midfielder,player,2000-03-04,Ecuador,6pyj2bytt2osbjk69owzfehcg,173.0,64.0,10.0,2024-07-30Z,NaN,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN
9jc85hbpruze4v8u1pjzsjt62,Michael,Bryant,Michael,Bryant,Male,M. Bryant,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1995-04-02,USA,7hr2f89v44y65dyu9k92vprwn,188.0,82.0,12.0,2022-02-11Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
a6nj3s6nhav0ybrnhla1m67mc,Marcello,Polisi,Marcello,Polisi,Male,M. Polisi,Canada,1iaoypzp6syf32cz9l15pzp7e,Midfielder,player,1997-01-24,Canada,1iaoypzp6syf32cz9l15pzp7e,178.0,77.0,45.0,2025-01-31Z,NaN,active,yes,NaN,NaN,Coquitlam,right,NaN
b3ktzeb8cz6vl5snbrtnpzw4q,Shane,Wiedt,Shane,Wiedt,Male,S. Wiedt,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1995-07-19,USA,7hr2f89v44y65dyu9k92vprwn,191.0,88.0,4.0,2025-01-31Z,NaN,active,yes,NaN,NaN,Akron,right,NaN
cujkrjaqaizwr771ist04uaj9,Sebastián Ignacio,Guenzatti Varela,Sebastián,Guenzatti,Male,S. Guenzatti,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,Attacker,player,1991-07-08,Uruguay,286fwlvd6dzntv6ewv3cyvb0p,180.0,77.0,23.0,2025-03-06Z,NaN,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,Montevideo,NaN,NaN
d69lweta8e4vd3mk83lk0nvt,Tatenda Marshal,Mkuruva,Tatenda,Mkuruva,Male,T. Mkuruva,Zimbabwe,6pqqn8s3pvbryohnkxd4ch4kn,Goalkeeper,player,1996-01-04,Zimbabwe,6pqqn8s3pvbryohnkxd4ch4kn,188.0,78.0,16.0,2025-03-25Z,NaN,active,yes,NaN,NaN,Harare,right,NaN
tc5nl1hz1w06jobp5ckktr3e,Adebowale Aderinto Jordan,Adebayo-Smith,Jordan,Adebayo-Smith,Male,J. Adebayo-Smith,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2001-01-11,USA,7hr2f89v44y65dyu9k92vprwn,180.0,82.0,99.0,2025-03-07Z,NaN,active,yes,Nigeria,63pvdwrsiq5b07mzi8igqei9p,Colton,NaN,NaN
1jhs3g95t0ah1hx3fwlo14kmi,Guillermo Fernando,Diaz,Guillermo,Diaz,Male,G. Diaz,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1995-10-16,USA,7hr2f89v44y65dyu9k92vprwn,170.0,70.0,24.0,2025-01-31Z,NaN,active,yes,NaN,NaN,Anthony,NaN,NaN
28cixms5w9uu1e38kcc8o2j9w,Noah Patrick,Dollenmayer Garcia,Noah,Dollenmayer,Male,N. Dollenmayer,Dominican Republic,za9wn9847gulllfsey917tmk,Defender,player,1999-10-26,USA,7hr2f89v44y65dyu9k92vprwn,196.0,91.0,15.0,2024-01-01Z,NaN,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,NaN,left,NaN
2dbik29e0m9bil2ofn2yhrget,José Antonio,Alfaro Vázquez,Tony,Alfaro,Male,T. Alfaro,Mexico,5trdr3jf42i20zj1hnkvcytr6,Defender,player,1993-06-15,Mexico,5trdr3jf42i20zj1hnkvcytr6,187.0,82.0,5.0,2024-01-01Z,NaN,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,Michoacán,left,NaN
2gdltnnwgb273ujs51amjw3ro,Mario Emiliano,Rodríguez Quiñónez,Emiliano,Rodríguez,Male,E. Rodríguez,Mexico,5trdr3jf42i20zj1hnkvcytr6,Midfielder,player,2004-02-19,Mexico,5trdr3jf42i20zj1hnkvcytr6,150.0,72.0,31.0,2024-01-31Z,NaN,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN
2mgcta30puk8kuwb5mo4zvcnp,Amando Miguel,Moreno Magaña,Amando,Moreno,Male,A. Moreno,El Salvador,6jovhn8du7uhbedi92voitt3k,Attacker,player,1995-09-10,USA,7hr2f89v44y65dyu9k92vprwn,170.0,63.0,10.0,2024-01-01Z,NaN,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,Perth Amboy,right,NaN
2mxaagzu9rb92z9880yjllbzd,Wahab,Ackwei,Wahab,Ackwei,Male,W. Ackwei,Ghana,2q2sw72utw5gu9t5y4knckwba,Defender,player,1996-10-19,Ghana,2q2sw72utw5gu9t5y4knckwba,183.0,75.0,3.0,2024-08-08Z,NaN,active,yes,NaN,NaN,Accra,NaN,NaN
3lndo247f4br8t6xxdvlij4a2,Wilmer Andrés,Cabrera Jr.,Wilmer,Cabrera,Male,W. Cabrera,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2000-07-29,Colombia,6kby8rq1p01fg5ds38ckkrcs5,173.0,68.0,13.0,2024-08-02Z,NaN,active,yes,NaN,NaN,Bogotá,NaN,NaN
5a6sqqiyle6aj7zh8ozwikqok,Raul,Vazquez,Raul,Vazquez,Male,R. Vazquez,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2005-10-21,USA,7hr2f89v44y65dyu9k92vprwn,168.0,66.0,66.0,2022-03-04Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
6bypbwfkdebw240ddjg774ems,Axel,Valdivia,Axel,Valdivia,Male,A. Valdivia,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2006-03-29,USA,7hr2f89v44y65dyu9k92vprwn,180.0,72.0,50.0,2024-04-04Z,2025-07-19Z,active,no,NaN,NaN,NaN,NaN,NaN
6fgxgq77v66va16tcuqvyn6x,Gabriel,Torres,Gabriel,Torres,Male,Gabi Torres,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,Midfielder,player,1996-08-01,Brazil,2vufyvpoxd9lfl9f6vpp7tz6y,178.0,77.0,16.0,2025-01-31Z,NaN,active,yes,NaN,NaN,Salvador,left,Gabi Torres
7ajceczjsu9ci4nqv9gg2860a,Frank,Daroma,Frank,Daroma,Male,F. Daroma,Sierra Leone,7kilikg56sxc0dsd6168dr57b,Midfielder,player,2001-04-12,Sierra Leone,7kilikg56sxc0dsd6168dr57b,163.0,60.0,8.0,2025-01-31Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
7ctc1xui7wk89o5v00z8ijqw9,Eric Santana,Calvillo Ramírez,Eric,Calvillo,Male,E. Calvillo,El Salvador,6jovhn8du7uhbedi92voitt3k,Midfielder,player,1998-01-02,USA,7hr2f89v44y65dyu9k92vprwn,170.0,69.0,6.0,2022-03-04Z,NaN,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,Palmdale,NaN,NaN
7isx6p69bwuqb3r7xsyrs3kh6,Jon,Burklo,Jon,Burklo,Male,J. Burklo,USA,7hr2f89v44y65dyu9k92vprwn,NaN,assistant coach,1984-03-08,USA,7hr2f89v44y65dyu9k92vprwn,NaN,NaN,NaN,2023-07-01Z,NaN,active,yes,NaN,NaN,Colorado,NaN,NaN
7ll9dqayz9698v71x2pvgrspg,Álvaro,Quezada,Álvaro,Quezada,Male,Á. Quezada,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1999-03-04,USA,7hr2f89v44y65dyu9k92vprwn,175.0,72.0,18.0,2025-01-31Z,NaN,active,yes,Mexico,5trdr3jf42i20zj1hnkvcytr6,Granada Hills,NaN,NaN
7vs1eqm82fwwuhwfqodb3dyw9,Ricardo,Ruiz,Ricky,Ruiz,Male,R. Ruiz,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,1996-11-04,USA,7hr2f89v44y65dyu9k92vprwn,173.0,70.0,12.0,2024-07-18Z,NaN,active,yes,NaN,NaN,Lake Elsinore,NaN,NaN
8gy9wgqywaqi9uy6i31i0q21h,Arturo,Ortíz Martínez,Arturo,Ortíz,Male,A. Ortíz,Mexico,5trdr3jf42i20zj1hnkvcytr6,Defender,player,1992-08-25,Mexico,5trdr3jf42i20zj1hnkvcytr6,180.0,75.0,25.0,2024-08-06Z,2025-12-31Z,active,yes,NaN,NaN,Monterrey,NaN,NaN
8y556fvv7asmfouaica4nbai1,Jahmali Dante,Waite,Jahmali,Waite,Male,J. Waite,Jamaica,gimxu1vjwoa2xrecyd9gtyoc,Goalkeeper,player,1998-12-24,USA,7hr2f89v44y65dyu9k92vprwn,185.0,79.0,23.0,2024-01-31Z,NaN,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,Philadelphia,right,NaN
9hqo1ykdlw9iv4tlo8d3vu9ec,Bryan,Romero,Bryan,Romero,Male,B. Romero,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2003-01-24,USA,7hr2f89v44y65dyu9k92vprwn,185.0,72.0,7.0,2025-02-26Z,2025-12-31Z,active,yes,Mexico,5trdr3jf42i20zj1hnkvcytr6,NaN,NaN,NaN
8svvdqi69pc6it7mnin50q68k,Stefan,Lukić,Stefan,Lukic,Male,S. Lukić,Serbia,5w4ve503bjdsshwx9ho6jxzx0,Midfielder,player,1996-06-01,Serbia,5w4ve503bjdsshwx9ho6jxzx0,183.0,82.0,22.0,2025-01-31Z,NaN,active,yes,NaN,NaN,Suljam,left,NaN
9lucpehmfe4z2vdlica1kc9d6,Itumeleng Robinson,Moshobane,Tumi,Moshobane,Male,T. Moshobane,South Africa,1kiwby3xmt97m3ejw76qs4i6k,Attacker,player,1994-09-17,South Africa,1kiwby3xmt97m3ejw76qs4i6k,178.0,75.0,11.0,2024-01-01Z,2025-06-30Z,active,no,NaN,NaN,NaN,NaN,NaN
9qjkqhlworzz3lk1o6nc191ih,Frank Manuel,López García,Frank,López,Male,F. López,Cuba,ws166hrbk0nwte3ypn8mm36g,Attacker,player,1995-02-25,Cuba,ws166hrbk0nwte3ypn8mm36g,175.0,70.0,9.0,2025-01-31Z,NaN,active,yes,NaN,NaN,Cienfuegos,NaN,NaN
a68xtvrj1by5ok15zu73pzjyt,Wílmer,Cabrera Linares,Wilmer,Cabrera,Male,W. Cabrera,Colombia,6kby8rq1p01fg5ds38ckkrcs5,NaN,coach,1967-09-15,Colombia,6kby8rq1p01fg5ds38ckkrcs5,NaN,NaN,NaN,2024-05-23Z,NaN,active,yes,NaN,NaN,Cartagena,NaN,NaN
bl2b89wej9nxdtvqnjqoz85t6,Marco Antonio,Canales Lomelí,Marco,Canales,Male,M. Canales,Mexico,5trdr3jf42i20zj1hnkvcytr6,Goalkeeper,player,2001-08-08,USA,7hr2f89v44y65dyu9k92vprwn,183.0,80.0,19.0,2025-03-07Z,NaN,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,Texas,NaN,NaN
butj91nkcq4svls878e4rwt1w,Joseluis,Villagomez,Joseluis,Villagomez,Male,J. Villagomez,USA,7hr2f89v44y65dyu9k92vprwn,Defender,player,2007-03-01,USA,7hr2f89v44y65dyu9k92vprwn,170.0,66.0,77.0,2025-07-11Z,NaN,active,yes,NaN,NaN,NaN,NaN,NaN
c4g35kho1qirnu4q420knnl9m,Robert,Coronado,Robert,Coronado,Male,R. Coronado,USA,7hr2f89v44y65dyu9k92vprwn,Midfielder,player,1996-08-03,USA,7hr2f89v44y65dyu9k92vprwn,178.0,73.0,30.0,2024-07-18Z,NaN,active,yes,NaN,NaN,La Habra,NaN,NaN
cltos160k7hjw25tttt3q68es,Omar,Mora,Omar,Mora,Male,O. Mora,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2004-03-03,USA,7hr2f89v44y65dyu9k92vprwn,183.0,72.0,28.0,2025-01-31Z,NaN,active,yes,Mexico,5trdr3jf42i20zj1hnkvcytr6,El Paso,right,NaN
cqmvrx028gh19yh8qh7w01y0a,Roberto,Avila,Roberto,Avila,Male,R. Avila,USA,7hr2f89v44y65dyu9k92vprwn,Attacker,player,2000-10-16,USA,7hr2f89v44y65dyu9k92vprwn,173.0,70.0,14.0,2025-02-18Z,NaN,active,yes,NaN,NaN,Austin,NaN,NaN
cuw4kvdf0bazq87mh3dwv71ii,Sebastián,Mora-Mora,Sebastian,Mora-Mora,Male,S. Mora-Mora,Mexico,5trdr3jf42i20zj1hnkvcytr6,Goalkeeper,player,1998-04-14,USA,7hr2f89v44y65dyu9k92vprwn,185.0,82.0,1.0,2025-01-31Z,NaN,active,yes,USA,7hr2f89v44y65dyu9k92vprwn,Casa Grande,NaN,NaN
